Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,113.120003,113.199997,110.559998,111.849998,99.222908,1029800
2017-01-04,112.660004,115.790001,111.980003,115.199997,102.194710,1523800
2017-01-05,114.260002,115.489998,112.540001,113.739998,100.899536,1491900
2017-01-06,114.629997,116.309998,114.029999,115.660004,102.602798,1463800
2017-01-09,116.129997,116.889999,115.139999,115.199997,102.194710,993900
2017-01-10,115.360001,116.160004,114.419998,114.730003,101.777779,891200
2017-01-11,114.459999,115.089996,113.220001,115.059998,102.070511,1055300
2017-01-12,114.410004,115.440002,112.900002,115.089996,102.097137,936300
2017-01-13,115.750000,117.160004,114.989998,115.269997,102.256821,495100
2017-01-17,113.980003,114.309998,111.309998,111.550003,98.956779,757900
2017-01-18,112.279999,113.519997,110.750000,113.410004,100.606796,1078300
2017-01-19,113.510002,114.110001,111.849998,112.980003,100.225357,893000
2017-01-20,113.660004,113.949997,112.349998,113.050003,100.287422,1180000
2017-01-23,112.629997,113.959999,112.080002,112.860001,100.118881,678100
2017-01-24,113.360001,115.330002,112.430000,114.309998,101.405205,690000
2017-01-25,115.889999,117.220001,114.779999,116.949997,103.747162,1136800
2017-01-26,117.480003,117.570000,114.519997,114.879997,101.910843,1314800
2017-01-27,115.500000,115.629997,113.180000,113.400002,100.597916,1009700
2017-01-30,112.629997,113.199997,111.260002,113.059998,100.296288,810400
2017-01-31,112.019997,113.180000,110.970001,112.269997,99.595497,1159500
2017-02-01,113.620003,115.220001,112.400002,113.080002,100.314049,1035100
2017-02-02,116.180000,123.290001,116.180000,117.900002,104.589920,3524700
2017-02-03,120.930000,121.860001,120.220001,121.260002,107.570595,1942400
2017-02-06,121.000000,123.720001,120.949997,123.370003,109.442383,2088600
2017-02-07,123.820000,124.000000,122.720001,123.180000,109.273827,1274600
2017-02-08,122.089996,122.089996,120.870003,121.580002,107.854462,1120100
2017-02-09,121.349998,124.019997,120.839996,123.730003,110.443039,1176400
2017-02-10,124.050003,124.849998,122.709999,124.309998,110.960747,1120800
2017-02-13,125.000000,126.879997,124.959999,126.150002,112.603165,1044200
2017-02-14,125.580002,128.380005,125.570000,127.809998,114.084885,1319300
2017-02-15,128.050003,129.190002,127.419998,128.869995,115.031067,815600
2017-02-16,128.589996,129.270004,127.900002,129.160004,115.289940,1026600
2017-02-17,127.870003,129.059998,127.339996,128.990005,115.138176,1046700
2017-02-21,129.600006,131.220001,129.220001,130.770004,116.727036,1256000
2017-02-22,129.520004,131.320007,129.460007,130.679993,116.646675,1002700
2017-02-23,131.110001,131.369995,129.210007,130.479996,116.468193,684700
2017-02-24,128.789993,130.100006,128.039993,129.830002,115.887993,976600
2017-02-27,129.750000,131.360001,129.639999,131.110001,117.030525,641300
2017-02-28,130.179993,131.550003,129.979996,131.500000,117.378639,1455700
2017-03-01,134.559998,135.199997,133.899994,134.279999,119.860100,1611000
2017-03-02,135.000000,135.119995,131.509995,131.600006,117.467911,1421400
2017-03-03,131.720001,133.479996,131.149994,133.059998,118.771118,1129800
2017-03-06,132.440002,133.059998,131.479996,132.429993,118.208740,924700
2017-03-07,132.389999,132.820007,131.679993,132.179993,117.985588,810000
2017-03-08,133.130005,133.949997,132.440002,132.559998,118.324821,648200
2017-03-09,133.080002,133.869995,132.520004,132.720001,118.467628,879300
2017-03-10,133.559998,133.559998,131.080002,132.100006,117.914207,1289000
2017-03-13,132.500000,132.910004,131.729996,132.589996,118.351563,861700
2017-03-14,131.869995,132.520004,130.220001,132.410004,118.190910,830000
2017-03-15,133.220001,134.869995,132.669998,133.669998,119.315613,839800
2017-03-16,134.119995,134.960007,133.720001,134.600006,120.145767,1022900
2017-03-17,134.690002,134.720001,131.279999,131.710007,117.566086,2034500
2017-03-20,131.039993,131.509995,129.639999,130.490005,116.477089,1009300
2017-03-21,131.279999,131.279999,125.629997,125.870003,112.353249,1507900
2017-03-22,125.000000,126.040001,122.320000,125.209999,111.764099,1516500
2017-03-23,124.690002,127.180000,124.389999,125.660004,112.165771,864900
2017-03-24,126.080002,126.809998,124.639999,125.260002,111.808739,981800
2017-03-27,122.529999,125.360001,121.300003,125.279999,111.826584,1289200
2017-03-28,124.720001,129.440002,124.720001,128.360001,114.575836,1224200
2017-03-29,127.580002,128.369995,126.830002,127.400002,113.718933,744300
2017-03-30,127.250000,129.869995,126.910004,129.660004,115.736244,696500
2017-03-31,128.960007,130.830002,128.850006,129.679993,115.754082,1152300
2017-04-03,129.940002,130.279999,127.690002,129.570007,115.655907,982900
2017-04-04,128.759995,129.820007,128.699997,128.899994,115.057846,743800
2017-04-05,130.000000,131.630005,127.820000,128.020004,114.272346,1017000
2017-04-06,127.739998,129.990005,126.930000,129.710007,115.780869,678400
2017-04-07,128.529999,130.440002,128.070007,129.300003,115.414894,808300
2017-04-10,129.220001,130.449997,128.610001,129.369995,115.477364,576500
2017-04-11,128.500000,129.470001,127.459999,129.300003,115.414894,1003700
2017-04-12,129.000000,129.059998,126.989998,127.540001,113.843903,908000
2017-04-13,126.720001,128.770004,126.190002,126.230003,112.674553,895000
2017-04-17,126.459999,127.849998,126.040001,127.750000,114.031342,1119300
2017-04-18,126.519997,127.230003,125.820000,126.610001,113.013763,1222400
2017-04-19,128.000000,128.479996,126.410004,126.900002,113.272598,1237600
2017-04-20,127.870003,129.740005,126.860001,129.570007,115.655907,1360800
2017-04-21,129.779999,130.429993,128.039993,128.440002,114.647247,937200
2017-04-24,132.199997,132.880005,131.119995,131.860001,117.699989,1432600
2017-04-25,131.850006,132.199997,128.169998,130.880005,116.825218,2065700
2017-04-26,130.619995,131.259995,128.960007,129.000000,115.147102,1304100
2017-04-27,128.589996,129.539993,127.239998,128.460007,114.665092,1314500
2017-04-28,128.410004,129.380005,127.769997,127.849998,114.120590,1219100
2017-05-01,128.919998,129.460007,127.709999,128.809998,114.977501,1089900
2017-05-02,129.610001,129.679993,128.440002,129.110001,115.245308,827100
2017-05-03,128.300003,129.330002,128.199997,129.020004,115.164970,629300
2017-05-04,129.059998,129.380005,127.559998,128.100006,115.084122,829600
2017-05-05,128.360001,128.889999,127.400002,128.820007,115.730965,755500
2017-05-08,128.800003,129.080002,127.949997,128.380005,115.335655,629100
2017-05-09,128.470001,129.880005,128.240005,128.910004,115.811806,683900
2017-05-10,128.600006,129.160004,127.760002,129.089996,115.973518,505000
2017-05-11,128.339996,128.949997,126.510002,127.589996,114.625923,786300
2017-05-12,126.839996,127.480003,125.559998,126.129997,113.314285,799400
2017-05-15,126.739998,128.779999,126.540001,128.770004,115.686043,877600
2017-05-16,128.729996,130.130005,128.550003,129.919998,116.719193,963100
2017-05-17,129.919998,129.919998,122.800003,123.339996,110.807747,1886400
2017-05-18,123.250000,125.639999,123.010002,124.419998,111.778023,2229500
2017-05-19,124.900002,126.779999,124.629997,125.830002,113.044754,1571300
2017-05-22,126.550003,126.919998,124.860001,125.110001,112.397903,780200
2017-05-23,123.779999,124.620003,121.559998,122.980003,110.484352,1881000
2017-05-24,123.000000,123.639999,121.059998,121.809998,109.433212,1394600
2017-05-25,122.370003,123.029999,121.860001,122.610001,110.151932,965400
2017-05-26,122.290001,123.000000,122.010002,122.300003,109.873444,643300
2017-05-30,121.900002,122.470001,121.099998,121.099998,108.795341,893900
2017-05-31,121.080002,121.330002,118.839996,120.790001,108.516853,2325700
2017-06-01,121.660004,123.220001,121.089996,123.129997,110.619087,1699100
