Date,Open,High,Low,Close,Adj Close,Volume
2017-01-09,84.279999,85.650002,84.175003,85.260002,67.039467,2742640
2017-01-10,84.989998,85.160004,84.430000,84.820000,66.693497,2345467
2017-01-11,84.699997,85.209999,84.570000,85.000000,66.835022,2342921
2017-01-12,85.000000,85.589996,84.699997,85.029999,66.858612,2215463
2017-01-13,85.040001,85.040001,83.339996,83.860001,65.938660,2522301
2017-01-16,84.290001,84.410004,83.750000,84.089996,66.119492,1338272
2017-01-17,83.500000,83.620003,83.110001,83.349998,65.537636,2778153
2017-01-18,83.000000,83.099998,82.160004,82.660004,64.995102,2758586
2017-01-19,82.940002,83.199997,82.199997,82.669998,65.002960,1861604
2017-01-20,81.949997,82.080002,81.309998,81.580002,64.145905,2537711
2017-01-23,82.099998,82.650002,81.160004,81.470001,64.059402,2956811
2017-01-24,81.489998,82.014999,81.300003,81.769997,64.295288,2697276
2017-01-25,82.500000,82.680000,82.080002,82.230003,64.656982,6214145
2017-01-27,82.480003,83.419998,82.349998,82.980003,65.246712,1928520
2017-01-30,82.570000,82.680000,81.779999,82.190002,64.625526,1591614
2017-01-31,81.900002,82.139999,81.300003,81.660004,64.208801,3193325
2017-02-01,81.660004,82.160004,81.120003,82.019997,64.491852,1807741
2017-02-02,82.250000,82.440002,81.680000,82.010002,64.484009,2300935
2017-02-03,82.010002,82.330002,81.519997,81.680000,64.224518,1758749
2017-02-06,82.449997,82.910004,81.860001,81.910004,64.405373,2495052
2017-02-07,81.849998,81.940002,81.050003,81.510002,64.090851,2538039
2017-02-08,81.769997,82.540001,81.620003,82.349998,64.751335,2112168
2017-02-09,82.320000,82.510002,81.610001,81.930000,64.421097,2526443
2017-02-10,82.639999,82.930000,82.300003,82.900002,65.183807,2276343
2017-02-13,83.000000,83.199997,82.599998,83.150002,65.380379,1688054
2017-02-14,83.480003,83.650002,82.529999,82.629997,64.971504,2153710
2017-02-15,83.599998,84.830002,83.250000,84.529999,66.465462,4017264
2017-02-16,85.150002,85.150002,84.419998,85.080002,66.897934,3781716
2017-02-17,85.199997,85.500000,85.160004,85.389999,67.141678,3780383
2017-02-20,85.400002,85.980003,85.209999,85.910004,67.550552,2384410
2017-02-21,85.959999,86.089996,85.610001,85.940002,67.574142,3305349
2017-02-22,83.820000,83.900002,83.330002,83.709999,67.380951,7963927
2017-02-23,83.599998,83.779999,83.260002,83.480003,67.195816,3228480
2017-02-24,83.209999,83.610001,82.820000,83.019997,66.825546,4220843
2017-02-27,82.589996,82.900002,81.949997,82.239998,66.197701,3312611
2017-02-28,82.489998,83.089996,82.150002,82.320000,66.262100,3728828
2017-03-01,81.980003,82.809998,81.750000,82.809998,66.656525,2778610
2017-03-02,83.900002,84.040001,83.519997,83.860001,67.501709,2440705
2017-03-03,83.400002,83.540001,82.849998,83.199997,66.970436,1754994
2017-03-06,83.750000,83.800003,82.900002,83.500000,67.211929,1419448
2017-03-07,83.400002,83.720001,83.040001,83.540001,67.244118,2161261
2017-03-08,83.500000,83.669998,83.029999,83.230003,66.994583,2020119
2017-03-09,83.230003,83.860001,83.050003,83.529999,67.236069,1824392
2017-03-10,83.900002,84.500000,83.769997,84.500000,68.016853,3148541
2017-03-13,84.500000,84.500000,84.019997,84.300003,67.855873,1510473
2017-03-14,84.300003,84.489998,84.019997,84.489998,68.008812,2388381
2017-03-15,84.389999,84.879997,84.070000,84.820000,68.274437,2187578
2017-03-16,84.989998,85.199997,84.050003,84.540001,68.049049,5042921
2017-03-17,84.699997,84.989998,84.339996,84.769997,68.234184,2872248
2017-03-20,84.400002,84.629997,84.029999,84.430000,67.960495,1200277
2017-03-21,84.389999,84.419998,83.889999,84.419998,67.952469,1817155
2017-03-22,83.260002,83.400002,82.480003,82.709999,66.576019,3185116
2017-03-23,82.599998,82.949997,82.309998,82.949997,66.769196,2794213
2017-03-24,83.000000,83.889999,82.680000,83.379997,67.115318,2079658
2017-03-27,82.739998,83.599998,82.500000,83.400002,67.131424,2770782
2017-03-28,83.750000,85.260002,83.724998,85.260002,68.628609,4359013
2017-03-29,85.400002,86.279999,85.349998,86.139999,69.336937,3605758
2017-03-30,86.129997,86.599998,85.599998,86.519997,69.642822,2691755
2017-03-31,86.160004,86.650002,85.910004,85.910004,69.151810,5692472
2017-04-03,85.430000,86.440002,85.260002,86.389999,69.538170,1753298
2017-04-04,86.120003,86.260002,85.580002,85.930000,69.167908,1752542
2017-04-05,86.489998,86.519997,85.349998,85.989998,69.216202,3171203
2017-04-06,85.500000,85.620003,84.449997,84.790001,68.250282,2770424
2017-04-07,85.199997,85.519997,84.089996,84.769997,68.234184,2630263
2017-04-10,85.209999,85.500000,84.970001,85.489998,68.813736,2156492
2017-04-11,85.580002,86.339996,85.269997,86.099998,69.304756,2693938
2017-04-12,86.370003,86.680000,85.980003,86.680000,69.771599,2830371
2017-04-13,86.279999,86.500000,86.000000,86.250000,69.425484,1787101
2017-04-18,86.349998,86.540001,85.214996,85.510002,68.829834,2575349
2017-04-19,84.959999,85.250000,84.500000,84.620003,68.113457,4178388
2017-04-20,84.930000,85.309998,84.760002,85.129997,68.523956,2038116
2017-04-21,85.489998,86.000000,85.470001,85.639999,68.934479,1959863
2017-04-24,85.980003,86.459999,85.750000,86.230003,69.409393,2042180
2017-04-26,86.699997,87.389999,86.669998,87.110001,70.117737,3687917
2017-04-27,87.099998,87.680000,87.019997,87.660004,70.560463,3015091
2017-04-28,87.660004,87.739998,86.550003,87.400002,70.351158,5588829
2017-05-01,87.089996,87.690002,86.779999,87.459999,70.399460,2857545
2017-05-02,87.199997,87.209999,86.235001,86.830002,69.892349,3788195
2017-05-03,86.519997,86.940002,85.199997,85.349998,68.701042,3504467
2017-05-04,85.800003,85.800003,84.320000,84.629997,68.121490,3812058
2017-05-05,85.000000,85.480003,83.949997,84.400002,67.936363,3176468
2017-05-08,85.320000,85.440002,84.510002,85.300003,68.660805,3038821
2017-05-09,84.000000,84.279999,81.919998,82.019997,66.020607,6053564
2017-05-10,79.889999,82.584999,79.550003,81.730003,65.787193,5545634
2017-05-11,82.209999,82.970001,81.915001,82.070000,66.060860,3514061
2017-05-12,81.769997,82.269997,80.900002,81.669998,65.738892,2360590
2017-05-15,81.559998,82.400002,81.040001,82.239998,66.197701,2715933
2017-05-16,82.620003,82.900002,82.290001,82.610001,66.495522,2487053
2017-05-17,82.220001,82.290001,80.849998,80.970001,65.175438,2517183
2017-05-18,80.000000,80.930000,79.930000,80.809998,65.046654,3755954
2017-05-19,80.800003,81.190002,80.050003,80.230003,64.579796,2778823
2017-05-22,80.900002,81.470001,80.800003,81.269997,65.416916,2390744
2017-05-23,81.290001,81.839996,80.800003,80.940002,65.151299,1957715
2017-05-24,81.379997,81.449997,80.769997,81.000000,65.199585,2510225
2017-05-25,80.910004,81.300003,80.059998,81.260002,65.408875,2409723
2017-05-26,81.300003,81.300003,80.139999,80.139999,64.507347,5605604
2017-05-29,80.290001,80.290001,78.889999,78.889999,63.501175,3602822
2017-05-30,78.949997,79.660004,78.500000,79.440002,63.943882,2882295
2017-05-31,79.500000,80.464996,79.129997,79.650002,64.112923,5964569
2017-06-01,79.500000,80.139999,79.150002,79.620003,64.088776,2564771
2017-06-02,80.000000,80.480003,79.720001,80.379997,64.700523,2916748
2017-06-05,80.120003,80.120003,79.000000,79.309998,63.839241,3534212
2017-06-06,79.000000,79.080002,78.150002,78.150002,62.905529,3629209
2017-06-07,78.220001,78.889999,77.650002,78.500000,63.187263,2732421
2017-06-08,78.010002,79.300003,77.970001,79.050003,63.629971,2149650
2017-06-09,78.980003,79.459999,78.660004,79.190002,63.742653,2233945
2017-06-13,79.500000,81.129997,79.459999,81.129997,65.304230,4117682
2017-06-14,81.330002,82.300003,81.300003,82.300003,66.246010,5736170
2017-06-15,82.599998,82.629997,81.500000,81.699997,65.763039,10569256
2017-06-16,81.699997,82.199997,81.629997,81.860001,65.891838,2920351
2017-06-19,81.940002,82.790001,81.910004,82.790001,66.640404,2477905
2017-06-20,82.870003,83.059998,81.889999,82.239998,66.197701,4348940
2017-06-21,81.690002,81.730003,80.730003,80.800003,65.038605,3260528
2017-06-22,81.010002,82.235001,81.000000,81.879997,65.907928,2808912
2017-06-23,81.699997,81.779999,80.910004,81.250000,65.400826,2976353
2017-06-26,81.339996,81.720001,81.199997,81.550003,65.642303,2923487
2017-06-27,81.550003,82.320000,81.550003,82.080002,66.068924,2265951
2017-06-28,81.800003,82.870003,81.639999,82.709999,66.576019,2878203
2017-06-29,83.970001,84.370003,83.790001,84.019997,67.630478,3805387
2017-06-30,83.459999,83.480003,82.809998,82.809998,66.656525,7045122
2017-07-03,82.830002,83.190002,82.150002,82.440002,66.358688,2255385
2017-07-04,83.419998,84.269997,83.330002,84.000000,67.614388,4322331
2017-07-05,83.860001,83.889999,83.370003,83.639999,67.324608,2363393
2017-07-06,83.919998,83.959999,82.910004,83.010002,66.817497,2456675
2017-07-07,82.139999,82.620003,81.800003,82.129997,66.109161,3770476
2017-07-10,82.599998,83.150002,82.489998,82.809998,66.656525,2873284
2017-07-11,82.500000,83.279999,82.099998,82.940002,66.761162,2325760
2017-07-12,82.739998,82.750000,81.779999,82.120003,66.101105,3007799
2017-07-13,82.800003,82.910004,82.180000,82.559998,66.455276,2903674
2017-07-14,82.800003,83.199997,82.680000,83.120003,66.906036,2669648
2017-07-17,82.900002,83.279999,82.599998,82.940002,66.761162,1406194
2017-07-18,82.980003,83.080002,81.300003,81.400002,65.521576,3623819
2017-07-19,83.089996,84.099998,83.010002,83.809998,67.461456,5554084
2017-07-20,84.980003,85.050003,84.050003,84.559998,68.065147,4596038
2017-07-21,83.620003,84.620003,83.430000,83.970001,67.590233,2540691
2017-07-24,83.230003,83.570000,82.980003,83.570000,67.268257,2062552
